 0.27308E+01 0.33430E-02 0.00000E+00   126001     6452    6     6448 0.236E+04 0.23706E-05  0.27308E+01
   4    0.27438E+01    0.17159E-01    0.79107E+00    0.13586E+02    0.27438E+01
   5    0.27272E+01    0.78677E-02    0.51606E+00    0.79269E+01    0.27272E+01
   6    0.27310E+01    0.37815E-02    0.35030E+00    0.55173E+01    0.27310E+01
