 0.59067E+00 0.28036E-02 0.00000E+00    30001     1606    4     1601 0.271E+04 0.20541E-05  0.59067E+00
   2    0.60074E+00    0.26385E-01    0.27778E+01    0.25408E+02    0.60074E+00
   3    0.58469E+00    0.72198E-02    0.11045E+01    0.56698E+01    0.58469E+00
   4    0.59158E+00    0.30627E-02    0.65485E+00    0.22565E+01    0.59158E+00
