 0.58819E+00 0.31789E-02 0.00000E+00    30001     1569    4     1564 0.266E+04 0.20443E-05  0.58819E+00
   2    0.60035E+00    0.26800E-01    0.28233E+01    0.27950E+02    0.60035E+00
   3    0.58417E+00    0.79036E-02    0.12101E+01    0.62055E+01    0.58417E+00
   4    0.58875E+00    0.35015E-02    0.75228E+00    0.43558E+01    0.58875E+00
