 0.27319E+01 0.54906E-02 0.00000E+00   126001     6371    6     6368 0.233E+04 0.23687E-05  0.27319E+01
   4    0.27680E+01    0.18562E-01    0.84825E+00    0.15097E+02    0.27680E+01
   5    0.27382E+01    0.81791E-02    0.53433E+00    0.83884E+01    0.27382E+01
   6    0.27288E+01    0.39089E-02    0.36239E+00    0.59067E+01    0.27288E+01
