 0.44552E+00 0.22132E-02 0.00000E+00    30001     1566    4     1562 0.351E+04 0.15442E-05  0.44552E+00
   2    0.44611E+00    0.18739E-01    0.26566E+01    0.23024E+02    0.44611E+00
   3    0.45052E+00    0.61512E-02    0.12212E+01    0.64377E+01    0.45052E+00
   4    0.44474E+00    0.23912E-02    0.68010E+00    0.17742E+01    0.44474E+00
