 0.58653E+00 0.28516E-02 0.00000E+00    30001     1569    4     1564 0.267E+04 0.20348E-05  0.58653E+00
   2    0.57763E+00    0.25996E-01    0.28464E+01    0.30462E+02    0.57763E+00
   3    0.59054E+00    0.78950E-02    0.11958E+01    0.71740E+01    0.59054E+00
   4    0.58603E+00    0.30794E-02    0.66467E+00    0.24914E+01    0.58603E+00
