 0.58782E+00 0.29449E-02 0.00000E+00    30001     1574    4     1570 0.267E+04 0.20377E-05  0.58782E+00
   2    0.60142E+00    0.23923E-01    0.25158E+01    0.21654E+02    0.60142E+00
   3    0.59263E+00    0.83012E-02    0.12529E+01    0.64015E+01    0.59263E+00
   4    0.58685E+00    0.31773E-02    0.68484E+00    0.22985E+01    0.58685E+00
