 0.27370E+01 0.68190E-02 0.00000E+00   126001     6455    6     6450 0.236E+04 0.23777E-05  0.27370E+01
   4    0.27714E+01    0.17570E-01    0.80192E+00    0.14346E+02    0.27714E+01
   5    0.27210E+01    0.78031E-02    0.51300E+00    0.81346E+01    0.27210E+01
   6    0.27391E+01    0.37745E-02    0.34861E+00    0.59014E+01    0.27391E+01
