 0.27325E+01 0.39422E-02 0.00000E+00   126001     6381    6     6376 0.233E+04 0.23716E-05  0.27325E+01
   4    0.27085E+01    0.17046E-01    0.79606E+00    0.14156E+02    0.27085E+01
   5    0.27397E+01    0.79108E-02    0.51654E+00    0.83979E+01    0.27397E+01
   6    0.27320E+01    0.37498E-02    0.34723E+00    0.59307E+01    0.27320E+01
