 0.58787E+00 0.50715E-02 0.00000E+00    30001     1609    4     1605 0.273E+04 0.20437E-05  0.58787E+00
   2    0.53897E+00    0.21642E-01    0.25396E+01    0.27791E+02    0.53897E+00
   3    0.58975E+00    0.81818E-02    0.12409E+01    0.96089E+01    0.58975E+00
   4    0.58858E+00    0.34491E-02    0.74125E+00    0.41099E+01    0.58858E+00
