 0.58741E+00 0.29038E-02 0.00000E+00    30001     1565    4     1561 0.266E+04 0.20366E-05  0.58741E+00
   2    0.62462E+00    0.29787E-01    0.30160E+01    0.27823E+02    0.62462E+00
   3    0.58979E+00    0.77263E-02    0.11717E+01    0.67267E+01    0.58979E+00
   4    0.58654E+00    0.31508E-02    0.67949E+00    0.24081E+01    0.58654E+00
