 0.27295E+01 0.33927E-02 0.00000E+00   126001     6384    6     6379 0.234E+04 0.23679E-05  0.27295E+01
   4    0.27269E+01    0.17618E-01    0.81727E+00    0.13651E+02    0.27269E+01
   5    0.27373E+01    0.79734E-02    0.52107E+00    0.82804E+01    0.27373E+01
   6    0.27278E+01    0.38368E-02    0.35583E+00    0.58797E+01    0.27278E+01
