0.58685E+00 0.83132E-03 0.00000E+01 570019 0 0 30286 0.51610E+05 0.00000E+01 0.58685E+00
1 0.61008 0.028933 2.9994 29.633 0.61008
2 0.5835 0.0075138 1.1518 6.2459 0.5835
3 0.58576 0.0033031 0.71329 3.9315 0.58576
4 0.59937 0.023832 2.5147 23.599 0.59937
5 0.58309 0.0077912 1.1951 7.2754 0.58309
6 0.58639 0.0031439 0.67818 2.3854 0.58639
7 0.58065 0.026337 2.8687 28.825 0.58065
8 0.58584 0.0076422 1.1668 6.2409 0.58584
9 0.58428 0.0030334 0.6567 2.3847 0.58428
10 0.60074 0.026385 2.7778 25.408 0.60074
11 0.58469 0.0072198 1.1045 5.6698 0.58469
12 0.59158 0.0030627 0.65485 2.2565 0.59158
13 0.60035 0.0268 2.8233 27.95 0.60035
14 0.58417 0.0079036 1.2101 6.2055 0.58417
15 0.58875 0.0035015 0.75228 4.3558 0.58875
16 0.53897 0.021642 2.5396 27.791 0.53897
17 0.58975 0.0081818 1.2409 9.6089 0.58975
18 0.58858 0.0034491 0.74125 4.1099 0.58858
19 0.58332 0.026239 2.8449 28.304 0.58332
20 0.5639 0.0071687 1.137 5.7049 0.5639
21 0.59028 0.0031047 0.66529 2.4473 0.59028
22 0.60142 0.023923 2.5158 21.654 0.60142
23 0.59263 0.0083012 1.2529 6.4015 0.59263
24 0.58685 0.0031773 0.68484 2.2985 0.58685
25 0.6372 0.030199 2.9974 30.391 0.6372
26 0.59171 0.0077227 1.1674 5.8618 0.59171
27 0.58388 0.0031346 0.67907 3.5481 0.58388
28 0.55279 0.021981 2.5149 25.337 0.55279
29 0.57928 0.0073815 1.1397 6.2231 0.57928
30 0.5821 0.003044 0.66147 2.5244 0.5821
31 0.60332 0.02686 2.8158 30.466 0.60332
32 0.58128 0.0074746 1.1501 6.1807 0.58128
33 0.59052 0.0032111 0.68782 4.2264 0.59052
34 0.64277 0.031745 3.1236 29.943 0.64277
35 0.5905 0.0079614 1.2059 6.8692 0.5905
36 0.587 0.0032109 0.6919 2.4693 0.587
37 0.5927 0.023086 2.4634 21.544 0.5927
38 0.58301 0.0078898 1.2104 6.2593 0.58301
39 0.58235 0.003139 0.68182 2.4905 0.58235
40 0.57789 0.023091 2.5271 24.322 0.57789
41 0.58797 0.0076486 1.1635 6.4811 0.58797
42 0.58658 0.0030681 0.6616 2.2254 0.58658
43 0.62462 0.029787 3.016 27.823 0.62462
44 0.58979 0.0077263 1.1717 6.7267 0.58979
45 0.58654 0.0031508 0.67949 2.4081 0.58654
46 0.57763 0.025996 2.8464 30.462 0.57763
47 0.59054 0.007895 1.1958 7.174 0.59054
48 0.58603 0.0030794 0.66467 2.4914 0.58603
49 0.57646 0.023552 2.584 26.898 0.57646
50 0.57637 0.0072194 1.1203 5.7852 0.57637
51 0.58982 0.0033713 0.723 4.3046 0.58982
52 0.58593 0.027888 3.0102 30.491 0.58593
53 0.57003 0.0074701 1.1721 6.2841 0.57003
54 0.58922 0.0032154 0.69026 2.4719 0.58922
55 0.56518 0.024394 2.7298 34.555 0.56518
56 0.59047 0.0073547 1.1141 5.9698 0.59047
57 0.59238 0.0032158 0.68667 3.4105 0.59238
