 0.27381E+01 0.47490E-02 0.00000E+00   126001     6476    6     6471 0.236E+04 0.23779E-05  0.27381E+01
   4    0.27626E+01    0.17423E-01    0.79774E+00    0.13718E+02    0.27626E+01
   5    0.27274E+01    0.79571E-02    0.52189E+00    0.79813E+01    0.27274E+01
   6    0.27394E+01    0.38546E-02    0.35598E+00    0.56566E+01    0.27394E+01
