 0.27432E+01 0.33753E-02 0.00000E+00   126001     6400    6     6395 0.233E+04 0.23813E-05  0.27432E+01
   4    0.27429E+01    0.17545E-01    0.80913E+00    0.13804E+02    0.27429E+01
   5    0.27430E+01    0.79153E-02    0.51620E+00    0.82701E+01    0.27430E+01
   6    0.27433E+01    0.38190E-02    0.35218E+00    0.58446E+01    0.27433E+01
