 0.44834E+00 0.27404E-02 0.00000E+00    30001     1555    4     1550 0.346E+04 0.15509E-05  0.44834E+00
   2    0.44509E+00    0.21491E-01    0.30539E+01    0.22245E+02    0.44509E+00
   3    0.45744E+00    0.62859E-02    0.12291E+01    0.48940E+01    0.45744E+00
   4    0.44666E+00    0.26748E-02    0.75748E+00    0.44278E+01    0.44666E+00
