 0.58568E+00 0.30076E-02 0.00000E+00    30001     1602    4     1598 0.273E+04 0.20339E-05  0.58568E+00
   2    0.61008E+00    0.28933E-01    0.29994E+01    0.29633E+02    0.61008E+00
   3    0.58350E+00    0.75138E-02    0.11518E+01    0.62459E+01    0.58350E+00
   4    0.58576E+00    0.33031E-02    0.71329E+00    0.39315E+01    0.58576E+00
