 0.27421E+01 0.36049E-02 0.00000E+00   126001     6411    6     6407 0.234E+04 0.23810E-05  0.27421E+01
   4    0.27504E+01    0.19083E-01    0.87765E+00    0.17876E+02    0.27504E+01
   5    0.27368E+01    0.84672E-02    0.55344E+00    0.96042E+01    0.27368E+01
   6    0.27430E+01    0.40738E-02    0.37573E+00    0.62826E+01    0.27430E+01
