 0.27272E+01 0.33291E-02 0.00000E+00   126001     6420    6     6415 0.235E+04 0.23666E-05  0.27272E+01
   4    0.27306E+01    0.16988E-01    0.78695E+00    0.14352E+02    0.27306E+01
   5    0.27301E+01    0.78405E-02    0.51373E+00    0.81379E+01    0.27301E+01
   6    0.27264E+01    0.37663E-02    0.34948E+00    0.57480E+01    0.27264E+01
