 0.58807E+00 0.37351E-02 0.00000E+00    30001     1586    4     1582 0.269E+04 0.20382E-05  0.58807E+00
   2    0.64277E+00    0.31745E-01    0.31236E+01    0.29943E+02    0.64277E+00
   3    0.59050E+00    0.79614E-02    0.12059E+01    0.68692E+01    0.59050E+00
   4    0.58700E+00    0.32109E-02    0.69190E+00    0.24693E+01    0.58700E+00
