 0.44585E+00 0.23152E-02 0.00000E+00    30001     1576    4     1571 0.352E+04 0.15486E-05  0.44585E+00
   2    0.42370E+00    0.16404E-01    0.24486E+01    0.15603E+02    0.42370E+00
   3    0.44789E+00    0.64107E-02    0.12802E+01    0.47228E+01    0.44789E+00
   4    0.44600E+00    0.25115E-02    0.71229E+00    0.17861E+01    0.44600E+00
