 0.58558E+00 0.40095E-02 0.00000E+00    30001     1591    4     1586 0.271E+04 0.20274E-05  0.58558E+00
   2    0.63720E+00    0.30199E-01    0.29974E+01    0.30391E+02    0.63720E+00
   3    0.59171E+00    0.77227E-02    0.11674E+01    0.58618E+01    0.59171E+00
   4    0.58388E+00    0.31346E-02    0.67907E+00    0.35481E+01    0.58388E+00
