 0.59173E+00 0.29253E-02 0.00000E+00    30001     1582    4     1578 0.267E+04 0.20569E-05  0.59173E+00
   2    0.56518E+00    0.24394E-01    0.27298E+01    0.34555E+02    0.56518E+00
   3    0.59047E+00    0.73547E-02    0.11141E+01    0.59698E+01    0.59047E+00
   4    0.59238E+00    0.32158E-02    0.68667E+00    0.34105E+01    0.59238E+00
