 0.27333E+01 0.43367E-02 0.00000E+00   126001     6344    6     6339 0.232E+04 0.23708E-05  0.27333E+01
   4    0.27626E+01    0.16930E-01    0.77516E+00    0.14155E+02    0.27626E+01
   5    0.27365E+01    0.76369E-02    0.49922E+00    0.83772E+01    0.27365E+01
   6    0.27311E+01    0.36994E-02    0.34267E+00    0.57275E+01    0.27311E+01
