 0.27310E+01 0.40237E-02 0.00000E+00   126001     6438    6     6433 0.236E+04 0.23732E-05  0.27310E+01
   4    0.27213E+01    0.18095E-01    0.84109E+00    0.15988E+02    0.27213E+01
   5    0.27199E+01    0.81887E-02    0.53856E+00    0.89355E+01    0.27199E+01
   6    0.27339E+01    0.39351E-02    0.36413E+00    0.64647E+01    0.27339E+01
