 0.27327E+01 0.35070E-02 0.00000E+00   126001     6420    6     6415 0.235E+04 0.23736E-05  0.27327E+01
   4    0.27359E+01    0.18888E-01    0.87326E+00    0.20018E+02    0.27359E+01
   5    0.27246E+01    0.82854E-02    0.54398E+00    0.10117E+02    0.27246E+01
   6    0.27344E+01    0.39548E-02    0.36589E+00    0.68460E+01    0.27344E+01
