0.27342E+01 0.76635E-03 0.00000E+01 3276026 0 0 166590 0.60930E+05 0.00000E+01 0.27342E+01
1 2.7368 0.01806 0.8347 15.844 2.7368
2 2.7387 0.0081341 0.5313 9.2407 2.7387
3 2.7351 0.0039154 0.36216 6.3285 2.7351
4 2.7354 0.018299 0.84618 17.343 2.7354
5 2.735 0.0081177 0.53096 9.2727 2.735
6 2.7359 0.0038937 0.36005 6.4865 2.7359
7 2.7279 0.016922 0.78467 13.715 2.7279
8 2.7314 0.0077802 0.50955 7.8684 2.7314
9 2.7381 0.0037566 0.34708 5.6095 2.7381
10 2.7438 0.017159 0.79107 13.586 2.7438
11 2.7272 0.0078677 0.51606 7.9269 2.7272
12 2.731 0.0037815 0.3503 5.5173 2.731
13 2.7465 0.018742 0.86316 16.784 2.7465
14 2.7351 0.0083735 0.54766 10.424 2.7351
15 2.7324 0.0039984 0.37019 6.7465 2.7324
16 2.768 0.018562 0.84825 15.097 2.768
17 2.7382 0.0081791 0.53433 8.3884 2.7382
18 2.7288 0.0039089 0.36239 5.9067 2.7288
19 2.7535 0.018199 0.83604 18.621 2.7535
20 2.7435 0.0080023 0.52177 8.5838 2.7435
21 2.7277 0.0038297 0.35519 6.0596 2.7277
22 2.7288 0.016728 0.77541 18.989 2.7288
23 2.7336 0.0076838 0.50282 10.327 2.7336
24 2.7355 0.003733 0.34523 6.6888 2.7355
25 2.7319 0.016777 0.77677 14.498 2.7319
26 2.7413 0.0077823 0.50784 8.492 2.7413
27 2.7301 0.0037518 0.34766 5.9596 2.7301
28 2.7626 0.017423 0.79774 13.718 2.7626
29 2.7274 0.0079571 0.52189 7.9813 2.7274
30 2.7394 0.0038546 0.35598 5.6566 2.7394
31 2.7429 0.017545 0.80913 13.804 2.7429
32 2.743 0.0079153 0.5162 8.2701 2.743
33 2.7433 0.003819 0.35218 5.8446 2.7433
34 2.7285 0.018116 0.83984 19.49 2.7285
35 2.7336 0.0080748 0.52841 9.1633 2.7336
36 2.7344 0.0038852 0.35945 6.2561 2.7344
37 2.7269 0.017618 0.81727 13.651 2.7269
38 2.7373 0.0079734 0.52107 8.2804 2.7373
39 2.7278 0.0038368 0.35583 5.8797 2.7278
40 2.7504 0.019083 0.87765 17.876 2.7504
41 2.7368 0.0084672 0.55344 9.6042 2.7368
42 2.743 0.0040738 0.37573 6.2826 2.743
43 2.7477 0.01745 0.80331 13.63 2.7477
44 2.7379 0.0078497 0.51288 7.9343 2.7379
45 2.7318 0.0037716 0.34928 5.662 2.7318
46 2.7567 0.017776 0.81567 13.405 2.7567
47 2.7401 0.0079686 0.52023 9.2246 2.7401
48 2.7391 0.003829 0.35364 6.4967 2.7391
49 2.7213 0.018095 0.84109 15.988 2.7213
50 2.7199 0.0081887 0.53856 8.9355 2.7199
51 2.7339 0.0039351 0.36413 6.4647 2.7339
52 2.7269 0.017367 0.80558 14.768 2.7269
53 2.7268 0.0079044 0.51854 8.4647 2.7268
54 2.7339 0.0038135 0.35288 5.9086 2.7339
55 2.7357 0.016962 0.7843 13.831 2.7357
56 2.7373 0.007832 0.51182 8.1974 2.7373
57 2.7315 0.0037498 0.34729 5.7329 2.7315
58 2.7262 0.01806 0.83795 14.666 2.7262
59 2.7349 0.0082368 0.53875 8.3934 2.7349
60 2.7376 0.0039398 0.36408 5.8322 2.7376
61 2.7306 0.016988 0.78695 14.352 2.7306
62 2.7301 0.0078405 0.51373 8.1379 2.7301
63 2.7264 0.0037663 0.34948 5.748 2.7264
64 2.7085 0.017046 0.79606 14.156 2.7085
65 2.7397 0.0079108 0.51654 8.3979 2.7397
66 2.732 0.0037498 0.34723 5.9307 2.732
67 2.7406 0.01774 0.81877 14.605 2.7406
68 2.7239 0.0079428 0.52162 8.3412 2.7239
69 2.7318 0.0038542 0.35693 6.0493 2.7318
70 2.7626 0.01693 0.77516 14.155 2.7626
71 2.7365 0.0076369 0.49922 8.3772 2.7365
72 2.7311 0.0036994 0.34267 5.7275 2.7311
73 2.7359 0.018888 0.87326 20.018 2.7359
74 2.7246 0.0082854 0.54398 10.117 2.7246
75 2.7344 0.0039548 0.36589 6.846 2.7344
76 2.7714 0.01757 0.80192 14.346 2.7714
77 2.721 0.0078031 0.513 8.1346 2.721
78 2.7391 0.0037745 0.34861 5.9014 2.7391
