 0.27324E+01 0.33694E-02 0.00000E+00   126001     6433    6     6429 0.235E+04 0.23732E-05  0.27324E+01
   4    0.27269E+01    0.17367E-01    0.80558E+00    0.14768E+02    0.27269E+01
   5    0.27268E+01    0.79044E-02    0.51854E+00    0.84647E+01    0.27268E+01
   6    0.27339E+01    0.38135E-02    0.35288E+00    0.59086E+01    0.27339E+01
