 0.58445E+00 0.28034E-02 0.00000E+00    30001     1565    4     1561 0.267E+04 0.20287E-05  0.58445E+00
   2    0.58065E+00    0.26337E-01    0.28687E+01    0.28825E+02    0.58065E+00
   3    0.58584E+00    0.76422E-02    0.11668E+01    0.62409E+01    0.58584E+00
   4    0.58428E+00    0.30334E-02    0.65670E+00    0.23847E+01    0.58428E+00
