 0.44380E+00 0.33013E-02 0.00000E+00    30001     1666    4     1661 0.374E+04 0.15472E-05  0.44380E+00
   2    0.45647E+00    0.22459E-01    0.31117E+01    0.25671E+02    0.45647E+00
   3    0.43353E+00    0.55073E-02    0.11362E+01    0.43371E+01    0.43353E+00
   4    0.44560E+00    0.24746E-02    0.70246E+00    0.30468E+01    0.44560E+00
