 0.27358E+01 0.34625E-02 0.00000E+00   126001     6416    6     6412 0.234E+04 0.23742E-05  0.27358E+01
   4    0.27368E+01    0.18060E-01    0.83470E+00    0.15844E+02    0.27368E+01
   5    0.27387E+01    0.81341E-02    0.53130E+00    0.92407E+01    0.27387E+01
   6    0.27351E+01    0.39154E-02    0.36216E+00    0.63285E+01    0.27351E+01
