 0.58930E+00 0.29329E-02 0.00000E+00    30001     1631    4     1628 0.276E+04 0.20504E-05  0.58930E+00
   2    0.60332E+00    0.26860E-01    0.28158E+01    0.30466E+02    0.60332E+00
   3    0.58128E+00    0.74746E-02    0.11501E+01    0.61807E+01    0.58128E+00
   4    0.59052E+00    0.32111E-02    0.68782E+00    0.42264E+01    0.59052E+00
