 0.58732E+00 0.37499E-02 0.00000E+00    30001     1587    4     1583 0.270E+04 0.20480E-05  0.58732E+00
   2    0.57646E+00    0.23552E-01    0.25840E+01    0.26898E+02    0.57646E+00
   3    0.57637E+00    0.72194E-02    0.11203E+01    0.57852E+01    0.57637E+00
   4    0.58982E+00    0.33713E-02    0.72300E+00    0.43046E+01    0.58982E+00
