 0.27334E+01 0.35431E-02 0.00000E+00   126001     6459    6     6454 0.236E+04 0.23719E-05  0.27334E+01
   4    0.27465E+01    0.18742E-01    0.86316E+00    0.16784E+02    0.27465E+01
   5    0.27351E+01    0.83735E-02    0.54766E+00    0.10424E+02    0.27351E+01
   6    0.27324E+01    0.39984E-02    0.37019E+00    0.67465E+01    0.27324E+01
