 0.44418E+00 0.22211E-02 0.00000E+00    30001     1601    4     1596 0.359E+04 0.15416E-05  0.44418E+00
   2    0.47327E+00    0.22490E-01    0.30055E+01    0.21583E+02    0.47327E+00
   3    0.44311E+00    0.60387E-02    0.12189E+01    0.52709E+01    0.44311E+00
   4    0.44397E+00    0.24019E-02    0.68433E+00    0.18037E+01    0.44397E+00
