 0.27307E+01 0.34031E-02 0.00000E+00   126001     6423    6     6419 0.235E+04 0.23713E-05  0.27307E+01
   4    0.27406E+01    0.17740E-01    0.81877E+00    0.14605E+02    0.27406E+01
   5    0.27239E+01    0.79428E-02    0.52162E+00    0.83412E+01    0.27239E+01
   6    0.27318E+01    0.38542E-02    0.35693E+00    0.60493E+01    0.27318E+01
