 0.27365E+01 0.33172E-02 0.00000E+00   126001     6444    6     6440 0.235E+04 0.23768E-05  0.27365E+01
   4    0.27279E+01    0.16922E-01    0.78467E+00    0.13715E+02    0.27279E+01
   5    0.27314E+01    0.77802E-02    0.50955E+00    0.78684E+01    0.27314E+01
   6    0.27381E+01    0.37566E-02    0.34708E+00    0.56095E+01    0.27381E+01
