 0.58665E+00 0.28261E-02 0.00000E+00    30001     1595    4     1590 0.271E+04 0.20367E-05  0.58665E+00
   2    0.57789E+00    0.23091E-01    0.25271E+01    0.24322E+02    0.57789E+00
   3    0.58797E+00    0.76486E-02    0.11635E+01    0.64811E+01    0.58797E+00
   4    0.58658E+00    0.30681E-02    0.66160E+00    0.22254E+01    0.58658E+00
