 0.44439E+00 0.24333E-02 0.00000E+00    30001     1588    4     1584 0.356E+04 0.15424E-05  0.44439E+00
   2    0.42061E+00    0.16935E-01    0.25465E+01    0.24394E+02    0.42061E+00
   3    0.44770E+00    0.56844E-02    0.11356E+01    0.45673E+01    0.44770E+00
   4    0.44421E+00    0.24903E-02    0.70912E+00    0.35266E+01    0.44421E+00
