 0.44458E+00 0.27208E-02 0.00000E+00    30001     1633    4     1628 0.366E+04 0.15448E-05  0.44458E+00
   2    0.47814E+00    0.22111E-01    0.29247E+01    0.31756E+02    0.47814E+00
   3    0.43972E+00    0.58827E-02    0.11966E+01    0.60572E+01    0.43972E+00
   4    0.44491E+00    0.24108E-02    0.68541E+00    0.18393E+01    0.44491E+00
