 0.27322E+01 0.33130E-02 0.00000E+00   126001     6385    6     6380 0.234E+04 0.23699E-05  0.27322E+01
   4    0.27319E+01    0.16777E-01    0.77677E+00    0.14498E+02    0.27319E+01
   5    0.27413E+01    0.77823E-02    0.50784E+00    0.84920E+01    0.27413E+01
   6    0.27301E+01    0.37518E-02    0.34766E+00    0.59596E+01    0.27301E+01
